,Name,Applicants total,Admissions total,Enrolled total,Percent of freshmen submitting SAT scores,Percent of freshmen submitting ACT scores,SAT Critical Reading 25th percentile score,SAT Critical Reading 75th percentile score,SAT Math 25th percentile score,SAT Math 75th percentile score,SAT Writing 25th percentile score,SAT Writing 75th percentile score,ACT Composite 25th percentile score,ACT Composite 75th percentile score,State abbreviation,Geographic region,Level of institution,Control of institution,"Graduation rate - Bachelor degree within 6 years, total",Percent of undergraduate enrollment that are women,CITY,STABBR,ZIP,LONGITUD,LATITUDE
394,MidAmerica Nazarene University,1012.0,731.0,198.0,7.0,93.0,420.0,540.0,420.0,510.0,0.0,0.0,19.0,21.0,Kansas,Plains IA KS MN MO NE ND SD,Four or more years,Private not-for-profit,55.0,61.0,Olathe,KS,66062-1899,-94.781635,38.875615
395,Ottawa University-Ottawa,267.0,264.0,145.0,11.0,93.0,390.0,530.0,400.0,550.0,350.0,470.0,19.0,25.0,Kansas,Plains IA KS MN MO NE ND SD,Four or more years,Private not-for-profit,34.0,44.0,Ottawa,KS,66067-3399,-95.26418699999999,38.603173
396,Ottawa University-Kansas City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kansas,Plains IA KS MN MO NE ND SD,Four or more years,Private not-for-profit,0.0,72.0,Overland Park,KS,66211,-94.63546099999999,38.932055
397,Pittsburg State University,3073.0,2427.0,1144.0,0.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,24.0,Kansas,Plains IA KS MN MO NE ND SD,Four or more years,Public,49.0,48.0,Pittsburg,KS,66762,-94.702473,37.392071
398,University of Saint Mary,767.0,361.0,109.0,34.0,80.0,410.0,500.0,440.0,520.0,0.0,0.0,19.0,24.0,Kansas,Plains IA KS MN MO NE ND SD,Four or more years,Private not-for-profit,53.0,65.0,Leavenworth,KS,66048-5082,-94.906743,39.279396000000006
399,Southwestern College,436.0,391.0,128.0,18.0,79.0,398.0,548.0,458.0,548.0,380.0,485.0,20.0,25.0,Kansas,Plains IA KS MN MO NE ND SD,Four or more years,Private not-for-profit,53.0,43.0,Chula Vista,CA,91910-7299,-116.996803,32.640281
400,Southwestern College,436.0,391.0,128.0,18.0,79.0,398.0,548.0,458.0,548.0,380.0,485.0,20.0,25.0,Kansas,Plains IA KS MN MO NE ND SD,Four or more years,Private not-for-profit,53.0,43.0,Winfield,KS,67156-2499,-96.97540500000001,37.248608000000004
401,Southwestern College,436.0,391.0,128.0,18.0,79.0,398.0,548.0,458.0,548.0,380.0,485.0,20.0,25.0,Kansas,Plains IA KS MN MO NE ND SD,Four or more years,Private not-for-profit,53.0,43.0,Santa Fe,NM,87507,-106.05258500000001,35.636241
402,Sterling College,883.0,389.0,169.0,19.0,76.0,460.0,540.0,410.0,500.0,490.0,540.0,19.0,25.0,Kansas,Plains IA KS MN MO NE ND SD,Four or more years,Private not-for-profit,42.0,46.0,Sterling,KS,67579,-98.20864399999999,38.219937
403,Sterling College,883.0,389.0,169.0,19.0,76.0,460.0,540.0,410.0,500.0,490.0,540.0,19.0,25.0,Kansas,Plains IA KS MN MO NE ND SD,Four or more years,Private not-for-profit,42.0,46.0,Craftsbury Common,VT,05827-0072,-72.382372,44.65225
404,Sterling College,49.0,46.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Vermont,New England CT ME MA NH RI VT,Four or more years,Private not-for-profit,31.0,48.0,Sterling,KS,67579,-98.20864399999999,38.219937
405,Sterling College,49.0,46.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Vermont,New England CT ME MA NH RI VT,Four or more years,Private not-for-profit,31.0,48.0,Craftsbury Common,VT,05827-0072,-72.382372,44.65225
406,Tabor College,517.0,380.0,159.0,27.0,83.0,400.0,510.0,420.0,530.0,0.0,0.0,18.0,27.0,Kansas,Plains IA KS MN MO NE ND SD,Four or more years,Private not-for-profit,54.0,48.0,Hillsboro,KS,67063-1799,-97.200949,38.348606
407,Washburn University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kansas,Plains IA KS MN MO NE ND SD,Four or more years,Public,37.0,59.0,Topeka,KS,66621-0001,-95.70222199999999,39.033778000000005
408,Wichita State University,3492.0,3344.0,1412.0,6.0,86.0,460.0,590.0,477.0,622.0,0.0,0.0,21.0,26.0,Kansas,Plains IA KS MN MO NE ND SD,Four or more years,Public,46.0,52.0,Wichita,KS,67260-0124,-97.292361,37.718882
409,Alice Lloyd College,3656.0,1646.0,189.0,2.0,98.0,470.0,500.0,450.0,540.0,410.0,560.0,18.0,24.0,Kentucky,Southeast AL AR FL GA KY LA MS NC SC TN VA WV,Four or more years,Private not-for-profit,32.0,54.0,Pippa Passes,KY,41844,-82.875068,37.335087
410,Asbury University,1211.0,796.0,322.0,32.0,83.0,500.0,620.0,508.0,620.0,0.0,0.0,21.0,27.0,Kentucky,Southeast AL AR FL GA KY LA MS NC SC TN VA WV,Four or more years,Private not-for-profit,64.0,60.0,Wilmore,KY,40390-1198,-84.66260600000001,37.862029
411,Bellarmine University,4160.0,3943.0,676.0,24.0,92.0,490.0,590.0,490.0,590.0,0.0,0.0,22.0,27.0,Kentucky,Southeast AL AR FL GA KY LA MS NC SC TN VA WV,Four or more years,Private not-for-profit,66.0,64.0,Louisville,KY,40205-0671,-85.70499699999999,38.219279
412,Berea College,1620.0,551.0,397.0,15.0,80.0,510.0,630.0,513.0,610.0,483.0,610.0,22.0,26.0,Kentucky,Southeast AL AR FL GA KY LA MS NC SC TN VA WV,Four or more years,Private not-for-profit,62.0,57.0,Berea,KY,40404-2182,-84.292893,37.57202
413,Brescia University,3582.0,1612.0,150.0,9.0,83.0,0.0,0.0,460.0,550.0,0.0,0.0,19.0,24.0,Kentucky,Southeast AL AR FL GA KY LA MS NC SC TN VA WV,Four or more years,Private not-for-profit,30.0,72.0,Owensboro,KY,42301-3023,-87.111639,37.769040999999994
414,Campbellsville University,2649.0,1813.0,525.0,7.0,93.0,420.0,505.0,400.0,525.0,400.0,520.0,18.0,24.0,Kentucky,Southeast AL AR FL GA KY LA MS NC SC TN VA WV,Four or more years,Private not-for-profit,41.0,58.0,Campbellsville,KY,42718-2799,-85.348943,37.343342
415,Centre College,2533.0,1737.0,377.0,37.0,79.0,550.0,670.0,560.0,680.0,550.0,670.0,26.0,31.0,Kentucky,Southeast AL AR FL GA KY LA MS NC SC TN VA WV,Four or more years,Private not-for-profit,82.0,51.0,Danville,KY,40422-1394,-84.779392,37.645709000000004
416,University of the Cumberlands,2527.0,1801.0,488.0,15.0,89.0,420.0,520.0,440.0,530.0,0.0,0.0,19.0,25.0,Kentucky,Southeast AL AR FL GA KY LA MS NC SC TN VA WV,Four or more years,Private not-for-profit,43.0,50.0,Williamsburg,KY,40769,-84.16164599999999,36.737048
417,Eastern Kentucky University,9932.0,5961.0,2306.0,6.0,95.0,440.0,560.0,450.0,550.0,430.0,530.0,19.0,24.0,Kentucky,Southeast AL AR FL GA KY LA MS NC SC TN VA WV,Four or more years,Public,39.0,56.0,Richmond,KY,40475-3102,-84.30079599999999,37.740845
418,Georgetown College,1735.0,1426.0,238.0,8.0,95.0,410.0,610.0,460.0,560.0,0.0,0.0,21.0,26.0,Kentucky,Southeast AL AR FL GA KY LA MS NC SC TN VA WV,Four or more years,Private not-for-profit,57.0,54.0,Georgetown,KY,40324-1696,-84.55376700000001,38.207615000000004
419,Kentucky State University,6399.0,2415.0,506.0,12.0,93.0,350.0,450.0,323.0,448.0,343.0,420.0,16.0,20.0,Kentucky,Southeast AL AR FL GA KY LA MS NC SC TN VA WV,Four or more years,Public,18.0,59.0,Frankfort,KY,40601-2355,-84.855402,38.201427
420,Kentucky Wesleyan College,1006.0,675.0,163.0,20.0,88.0,440.0,540.0,410.0,555.0,450.0,660.0,19.0,25.0,Kentucky,Southeast AL AR FL GA KY LA MS NC SC TN VA WV,Four or more years,Private not-for-profit,38.0,48.0,Owensboro,KY,42301,-87.119658,37.744489
421,University of Kentucky,19810.0,13592.0,4702.0,18.0,92.0,490.0,610.0,500.0,630.0,0.0,0.0,22.0,28.0,Kentucky,Southeast AL AR FL GA KY LA MS NC SC TN VA WV,Four or more years,Public,60.0,51.0,Lexington,KY,40506-0032,-84.504747,38.038911
422,Kentucky Christian University,590.0,303.0,135.0,18.0,87.0,360.0,510.0,400.0,550.0,340.0,480.0,18.0,24.0,Kentucky,Southeast AL AR FL GA KY LA MS NC SC TN VA WV,Four or more years,Private not-for-profit,39.0,46.0,Grayson,KY,41143-1199,-82.945561,38.338805
423,Lindsey Wilson College,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kentucky,Southeast AL AR FL GA KY LA MS NC SC TN VA WV,Four or more years,Private not-for-profit,29.0,59.0,Columbia,KY,42728-1223,-85.29999699999999,37.101502
424,University of Louisville,9166.0,6519.0,2857.0,5.0,94.0,470.0,580.0,510.0,610.0,470.0,580.0,22.0,28.0,Kentucky,Southeast AL AR FL GA KY LA MS NC SC TN VA WV,Four or more years,Public,53.0,51.0,Louisville,KY,40292-0001,-85.760412,38.216862
425,Morehead State University,5230.0,4419.0,1649.0,5.0,98.0,420.0,545.0,455.0,570.0,420.0,540.0,19.0,25.0,Kentucky,Southeast AL AR FL GA KY LA MS NC SC TN VA WV,Four or more years,Public,45.0,61.0,Morehead,KY,40351,-83.434021,38.186768
426,Murray State University,4576.0,3760.0,1626.0,2.0,93.0,430.0,520.0,440.0,540.0,0.0,0.0,19.0,25.0,Kentucky,Southeast AL AR FL GA KY LA MS NC SC TN VA WV,Four or more years,Public,53.0,58.0,Murray,KY,42071-3318,-88.323629,36.612419
427,Northern Kentucky University,7064.0,3299.0,2107.0,15.0,96.0,440.0,560.0,430.0,550.0,0.0,0.0,19.0,25.0,Kentucky,Southeast AL AR FL GA KY LA MS NC SC TN VA WV,Four or more years,Public,38.0,55.0,Highland Heights,KY,41099,-84.463483,39.029714
428,University of Pikeville,1804.0,1804.0,386.0,5.0,95.0,390.0,500.0,380.0,510.0,0.0,0.0,16.0,22.0,Kentucky,Southeast AL AR FL GA KY LA MS NC SC TN VA WV,Four or more years,Private not-for-profit,29.0,53.0,Pikeville,KY,41501,-82.521063,37.479232
429,Spalding University,1094.0,887.0,402.0,14.0,89.0,440.0,520.0,440.0,525.0,0.0,0.0,18.0,22.0,Kentucky,Southeast AL AR FL GA KY LA MS NC SC TN VA WV,Four or more years,Private not-for-profit,40.0,70.0,Louisville,KY,40203-2188,-85.757725,38.242407
430,Transylvania University,1326.0,1275.0,294.0,21.0,89.0,520.0,660.0,510.0,630.0,0.0,0.0,24.0,30.0,Kentucky,Southeast AL AR FL GA KY LA MS NC SC TN VA WV,Four or more years,Private not-for-profit,72.0,57.0,Lexington,KY,40508-1797,-84.493202,38.052983000000005
431,Union College,1424.0,1056.0,242.0,10.0,88.0,460.0,563.0,417.0,513.0,0.0,0.0,19.0,24.0,Kentucky,Southeast AL AR FL GA KY LA MS NC SC TN VA WV,Four or more years,Private not-for-profit,34.0,49.0,Barbourville,KY,40906-1499,-83.88847700000001,36.870875
432,Union College,1424.0,1056.0,242.0,10.0,88.0,460.0,563.0,417.0,513.0,0.0,0.0,19.0,24.0,Kentucky,Southeast AL AR FL GA KY LA MS NC SC TN VA WV,Four or more years,Private not-for-profit,34.0,49.0,Lincoln,NE,68506,-96.651095,40.774778000000005
433,Union College,1424.0,1056.0,242.0,10.0,88.0,460.0,563.0,417.0,513.0,0.0,0.0,19.0,24.0,Kentucky,Southeast AL AR FL GA KY LA MS NC SC TN VA WV,Four or more years,Private not-for-profit,34.0,49.0,Schenectady,NY,12308-2311,-73.928788,42.818096999999995
434,Union College,1287.0,673.0,178.0,25.0,84.0,0.0,0.0,440.0,570.0,440.0,570.0,19.0,26.0,Nebraska,Plains IA KS MN MO NE ND SD,Four or more years,Private not-for-profit,38.0,57.0,Barbourville,KY,40906-1499,-83.88847700000001,36.870875
435,Union College,1287.0,673.0,178.0,25.0,84.0,0.0,0.0,440.0,570.0,440.0,570.0,19.0,26.0,Nebraska,Plains IA KS MN MO NE ND SD,Four or more years,Private not-for-profit,38.0,57.0,Lincoln,NE,68506,-96.651095,40.774778000000005
436,Union College,1287.0,673.0,178.0,25.0,84.0,0.0,0.0,440.0,570.0,440.0,570.0,19.0,26.0,Nebraska,Plains IA KS MN MO NE ND SD,Four or more years,Private not-for-profit,38.0,57.0,Schenectady,NY,12308-2311,-73.928788,42.818096999999995
437,Union College,5725.0,2134.0,559.0,45.0,22.0,590.0,680.0,630.0,720.0,590.0,690.0,28.0,31.0,New York,Mid East DE DC MD NJ NY PA,Four or more years,Private not-for-profit,88.0,46.0,Barbourville,KY,40906-1499,-83.88847700000001,36.870875
438,Union College,5725.0,2134.0,559.0,45.0,22.0,590.0,680.0,630.0,720.0,590.0,690.0,28.0,31.0,New York,Mid East DE DC MD NJ NY PA,Four or more years,Private not-for-profit,88.0,46.0,Lincoln,NE,68506,-96.651095,40.774778000000005
439,Union College,5725.0,2134.0,559.0,45.0,22.0,590.0,680.0,630.0,720.0,590.0,690.0,28.0,31.0,New York,Mid East DE DC MD NJ NY PA,Four or more years,Private not-for-profit,88.0,46.0,Schenectady,NY,12308-2311,-73.928788,42.818096999999995
440,Western Kentucky University,8526.0,7871.0,3375.0,7.0,93.0,410.0,580.0,420.0,570.0,0.0,0.0,18.0,25.0,Kentucky,Southeast AL AR FL GA KY LA MS NC SC TN VA WV,Four or more years,Public,50.0,57.0,Bowling Green,KY,42101-1000,-86.456828,36.985034999999996
441,Centenary College of Louisiana,670.0,442.0,128.0,26.0,91.0,480.0,585.0,495.0,600.0,0.0,0.0,22.0,28.0,Louisiana,Southeast AL AR FL GA KY LA MS NC SC TN VA WV,Four or more years,Private not-for-profit,59.0,56.0,Shreveport,LA,71104,-93.730834,32.483335
442,Dillard University,4726.0,1675.0,229.0,22.0,85.0,400.0,470.0,370.0,480.0,0.0,0.0,17.0,20.0,Louisiana,Southeast AL AR FL GA KY LA MS NC SC TN VA WV,Four or more years,Private not-for-profit,46.0,71.0,New Orleans,LA,70122,-90.06464,29.996586999999998
443,Grambling State University,4545.0,1983.0,714.0,17.0,86.0,380.0,480.0,360.0,440.0,0.0,0.0,16.0,20.0,Louisiana,Southeast AL AR FL GA KY LA MS NC SC TN VA WV,Four or more years,Public,31.0,60.0,Grambling,LA,71245,-92.713245,32.523796999999995
444,Louisiana State University-Alexandria,1080.0,656.0,391.0,0.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,22.0,Louisiana,Southeast AL AR FL GA KY LA MS NC SC TN VA WV,Four or more years,Public,20.0,70.0,Alexandria,LA,71302-9121,-92.41440899999999,31.178615999999998
445,Louisiana State University and Agricultural & Mechanical College,16169.0,12326.0,5725.0,11.0,89.0,500.0,620.0,520.0,630.0,0.0,0.0,23.0,28.0,Louisiana,Southeast AL AR FL GA KY LA MS NC SC TN VA WV,Four or more years,Public,67.0,52.0,Baton Rouge,LA,70803-2750,-91.178921,30.414986
446,Louisiana State University-Shreveport,539.0,450.0,345.0,2.0,98.0,440.0,510.0,520.0,540.0,0.0,0.0,20.0,24.0,Louisiana,Southeast AL AR FL GA KY LA MS NC SC TN VA WV,Four or more years,Public,33.0,59.0,Shreveport,LA,71115-2399,-93.70561,32.428465
447,Louisiana College,904.0,671.0,266.0,3.0,93.0,410.0,460.0,430.0,500.0,380.0,480.0,18.0,23.0,Louisiana,Southeast AL AR FL GA KY LA MS NC SC TN VA WV,Four or more years,Private not-for-profit,43.0,48.0,Pineville,LA,71359,-92.425973,31.324528000000004
448,Louisiana Tech University,5077.0,3424.0,1552.0,4.0,93.0,450.0,590.0,490.0,600.0,0.0,0.0,21.0,26.0,Louisiana,Southeast AL AR FL GA KY LA MS NC SC TN VA WV,Four or more years,Public,50.0,47.0,Ruston,LA,71272,-92.649963,32.528296999999995
449,Loyola University New Orleans,4827.0,4203.0,624.0,45.0,58.0,520.0,640.0,510.0,610.0,0.0,0.0,22.0,28.0,Louisiana,Southeast AL AR FL GA KY LA MS NC SC TN VA WV,Four or more years,Private not-for-profit,55.0,59.0,New Orleans,LA,70118-6143,-90.120417,29.936140999999996
450,McNeese State University,3624.0,2229.0,1313.0,5.0,95.0,450.0,550.0,490.0,560.0,0.0,0.0,20.0,24.0,Louisiana,Southeast AL AR FL GA KY LA MS NC SC TN VA WV,Four or more years,Public,37.0,62.0,Lake Charles,LA,70605,-93.21722199999999,30.178187
451,University of New Orleans,3197.0,1610.0,860.0,12.0,90.0,470.0,590.0,490.0,620.0,0.0,0.0,21.0,25.0,Louisiana,Southeast AL AR FL GA KY LA MS NC SC TN VA WV,Four or more years,Public,32.0,50.0,New Orleans,LA,70148,-90.067142,30.027703999999996
452,Nicholls State University,2404.0,2090.0,1243.0,2.0,96.0,437.0,537.0,482.0,607.0,392.0,520.0,20.0,24.0,Louisiana,Southeast AL AR FL GA KY LA MS NC SC TN VA WV,Four or more years,Public,42.0,62.0,Thibodaux,LA,70310,-90.801571,29.794486
453,University of Louisiana at Monroe,3454.0,2668.0,1325.0,8.0,97.0,0.0,0.0,480.0,640.0,460.0,580.0,20.0,25.0,Louisiana,Southeast AL AR FL GA KY LA MS NC SC TN VA WV,Four or more years,Public,40.0,63.0,Monroe,LA,71209-0000,-92.07374,32.527747999999995
454,Northwestern State University of Louisiana,2812.0,2362.0,1231.0,6.0,89.0,430.0,518.0,443.0,550.0,0.0,0.0,19.0,24.0,Louisiana,Southeast AL AR FL GA KY LA MS NC SC TN VA WV,Four or more years,Public,38.0,68.0,Natchitoches,LA,71497-0002,-93.097797,31.750666
455,Southeastern Louisiana University,7657.0,3430.0,2565.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,24.0,Louisiana,Southeast AL AR FL GA KY LA MS NC SC TN VA WV,Four or more years,Public,36.0,60.0,Hammond,LA,70402,-90.468676,30.514652
456,Southern University and A & M College,3721.0,1336.0,781.0,7.0,89.0,0.0,0.0,400.0,520.0,0.0,0.0,17.0,20.0,Louisiana,Southeast AL AR FL GA KY LA MS NC SC TN VA WV,Four or more years,Public,32.0,63.0,Baton Rouge,LA,70813,-91.190105,30.524558000000003
457,Southern University at New Orleans,1563.0,764.0,684.0,1.0,99.0,420.0,650.0,420.0,640.0,380.0,610.0,15.0,18.0,Louisiana,Southeast AL AR FL GA KY LA MS NC SC TN VA WV,Four or more years,Public,11.0,75.0,New Orleans,LA,70126,-90.044912,30.026162
458,University of Louisiana at Lafayette,8506.0,5044.0,2693.0,6.0,97.0,0.0,0.0,490.0,600.0,450.0,590.0,21.0,25.0,Louisiana,Southeast AL AR FL GA KY LA MS NC SC TN VA WV,Four or more years,Public,45.0,55.0,Lafayette,LA,70503,-92.020165,30.212190999999997
459,Tulane University of Louisiana,30122.0,7961.0,1609.0,58.0,63.0,620.0,700.0,620.0,700.0,630.0,720.0,29.0,32.0,Louisiana,Southeast AL AR FL GA KY LA MS NC SC TN VA WV,Four or more years,Private not-for-profit,76.0,58.0,New Orleans,LA,70118-5698,-90.12214399999999,29.940069
460,Xavier University of Louisiana,4703.0,2560.0,675.0,30.0,88.0,440.0,560.0,420.0,550.0,420.0,530.0,20.0,26.0,Louisiana,Southeast AL AR FL GA KY LA MS NC SC TN VA WV,Four or more years,Private not-for-profit,46.0,71.0,New Orleans,LA,70125-1098,-90.10730699999999,29.964161999999998
461,College of the Atlantic,452.0,333.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Maine,New England CT ME MA NH RI VT,Four or more years,Private not-for-profit,69.0,67.0,Bar Harbor,ME,04609,-68.221517,44.395258
462,Bates College,5243.0,1267.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Maine,New England CT ME MA NH RI VT,Four or more years,Private not-for-profit,93.0,50.0,Lewiston,ME,04240,-70.203333,44.105299
463,Bowdoin College,7052.0,1054.0,497.0,53.0,27.0,680.0,760.0,680.0,750.0,690.0,770.0,30.0,33.0,Maine,New England CT ME MA NH RI VT,Four or more years,Private not-for-profit,93.0,50.0,Brunswick,ME,04011,-69.963942,43.907134
464,Colby College,5407.0,1408.0,483.0,67.0,32.0,620.0,710.0,640.0,720.0,620.0,720.0,28.0,32.0,Maine,New England CT ME MA NH RI VT,Four or more years,Private not-for-profit,93.0,52.0,Waterville,ME,04901-8840,-69.66337,44.564211
465,Husson University,1581.0,1263.0,444.0,99.0,5.0,420.0,530.0,430.0,550.0,420.0,530.0,17.0,21.0,Maine,New England CT ME MA NH RI VT,Four or more years,Private not-for-profit,45.0,59.0,Bangor,ME,04401-2929,-68.791476,44.829002
466,University of Maine at Augusta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Maine,New England CT ME MA NH RI VT,Four or more years,Public,12.0,71.0,Augusta,ME,04330-9410,-69.796396,44.337746
467,University of Maine at Farmington,1638.0,1371.0,439.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Maine,New England CT ME MA NH RI VT,Four or more years,Public,55.0,66.0,Farmington,ME,04938-9978,-70.147121,44.666911
468,University of Maine at Fort Kent,464.0,292.0,162.0,91.0,2.0,400.0,500.0,410.0,500.0,400.0,500.0,18.0,27.0,Maine,New England CT ME MA NH RI VT,Four or more years,Public,44.0,71.0,Fort Kent,ME,04743-1292,-68.58931899999999,47.250389
469,University of Maine at Machias,452.0,386.0,104.0,87.0,3.0,410.0,530.0,410.0,520.0,390.0,510.0,18.0,25.0,Maine,New England CT ME MA NH RI VT,Four or more years,Public,31.0,70.0,Machias,ME,04654-1397,-67.458025,44.708803
470,University of Maine,8306.0,6733.0,1997.0,94.0,10.0,480.0,590.0,490.0,610.0,460.0,580.0,21.0,26.0,Maine,New England CT ME MA NH RI VT,Four or more years,Public,56.0,48.0,Orono,ME,04469,-68.669332,44.899257
471,Maine Maritime Academy,791.0,517.0,225.0,95.0,13.0,440.0,550.0,480.0,580.0,430.0,530.0,20.0,24.0,Maine,New England CT ME MA NH RI VT,Four or more years,Public,74.0,13.0,Castine,ME,04420-0001,-68.80434699999999,44.389654
472,University of Maine at Presque Isle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Maine,New England CT ME MA NH RI VT,Four or more years,Public,30.0,63.0,Presque Isle,ME,04769-2888,-68.016343,46.672284999999995
473,University of New England,4231.0,3632.0,633.0,94.0,21.0,470.0,570.0,480.0,580.0,0.0,0.0,21.0,26.0,Maine,New England CT ME MA NH RI VT,Four or more years,Private not-for-profit,58.0,71.0,Biddeford,ME,04005-9599,-70.38535,43.458591
474,Saint Joseph's College of Maine,1580.0,1229.0,290.0,97.0,0.0,430.0,520.0,440.0,530.0,430.0,530.0,0.0,0.0,Maine,New England CT ME MA NH RI VT,Four or more years,Private not-for-profit,55.0,67.0,Standish,ME,04084-5236,-70.483373,43.826314
475,University of Southern Maine,3902.0,3231.0,868.0,93.0,7.0,450.0,550.0,440.0,560.0,440.0,540.0,20.0,25.0,Maine,New England CT ME MA NH RI VT,Four or more years,Public,34.0,57.0,Portland,ME,04103,-70.274247,43.662863
476,Thomas College,1074.0,778.0,269.0,93.0,4.0,390.0,490.0,400.0,510.0,390.0,480.0,16.0,21.0,Maine,New England CT ME MA NH RI VT,Four or more years,Private not-for-profit,44.0,52.0,Waterville,ME,04901-5097,-69.664734,44.524909
477,Unity College,519.0,461.0,146.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Maine,New England CT ME MA NH RI VT,Four or more years,Private not-for-profit,51.0,51.0,Unity,ME,04988,-69.33227600000001,44.603165000000004
478,University of Baltimore,695.0,507.0,251.0,92.0,5.0,430.0,530.0,410.0,510.0,400.0,510.0,0.0,0.0,Maryland,Mid East DE DC MD NJ NY PA,Four or more years,Public,38.0,57.0,Baltimore,MD,21201-5720,-76.616591,39.305834000000004
479,Bowie State University,3986.0,2063.0,627.0,86.0,14.0,410.0,490.0,400.0,470.0,390.0,470.0,17.0,20.0,Maryland,Mid East DE DC MD NJ NY PA,Four or more years,Public,35.0,62.0,Bowie,MD,20715-9465,-76.759721,39.018184999999995
480,Washington Adventist University,1455.0,476.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Maryland,Mid East DE DC MD NJ NY PA,Four or more years,Private not-for-profit,36.0,65.0,Takoma Park,MD,20912,-77.000608,38.986349
481,Coppin State University,5980.0,2123.0,446.0,77.0,0.0,410.0,480.0,400.0,470.0,0.0,0.0,0.0,0.0,Maryland,Mid East DE DC MD NJ NY PA,Four or more years,Public,14.0,74.0,Baltimore,MD,21216-3698,-76.658687,39.311258
482,Frostburg State University,3872.0,2302.0,895.0,92.0,17.0,430.0,530.0,430.0,540.0,420.0,510.0,18.0,22.0,Maryland,Mid East DE DC MD NJ NY PA,Four or more years,Public,47.0,49.0,Frostburg,MD,21532-1099,-78.93429300000001,39.650918
483,Goucher College,3615.0,2593.0,410.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Maryland,Mid East DE DC MD NJ NY PA,Four or more years,Private not-for-profit,68.0,66.0,Baltimore,MD,21204-2794,-76.59484300000001,39.410175
484,Hood College,1686.0,1366.0,281.0,93.0,25.0,450.0,580.0,460.0,580.0,460.0,550.0,18.0,25.0,Maryland,Mid East DE DC MD NJ NY PA,Four or more years,Private not-for-profit,66.0,66.0,Frederick,MD,21701,-77.419049,39.420631
